SYMBOL,avg -log10(p)
TRPC4AP,1.547002912
KIRREL1,1.546620496
ANO4,1.546544053
LSM10,1.546467624
RABL3,1.546299527
TOPORS,1.545871936
MYD88,1.545856673
LGALS7,1.54536853
TMEM42,1.544606904
SLC24A3,1.544515598
DRC3,1.544287418
ZASP,1.543846611
WFIKKN2,1.543725087
WNT2,1.543603598
OR5B21,1.543588414
FH,1.543466963
ASB16,1.543148315
BORCS6,1.542784431
HOOK3,1.542723814
ADIRF,1.542314867
HIGD1C,1.45285483
S1PR1,1.541392364
PGAM2,1.54109033
GDNF,1.539974627
COG4,1.539869236
RNF135,1.539508089
SCAF1,1.539508089
S100Z,1.539282525
PIGO,1.432230438
CD1C,1.538006534
TSHB,1.536928619
SIRT2,1.53652509
CEP78,1.535272058
TSPAN16,1.535138019
BZW1,1.534721273
PCDHAC2,1.532776789
CCDC112,1.532169995
MED19,1.53206648
PHF7,1.531977774
COQ6,1.53140162
TRMT2A,1.531313048
PIP,1.530560921
DNAJC12,1.529898359
DNAH1,1.529810094
CTNNAL1,1.529780676
NUB1,1.529765968
RARS2,1.528722961
AGTRAP,1.528693617
MSGN1,1.528180414
SMCO4,1.527375175
TARDBP,1.527214306
NPRL3,1.527170443
NCKAP5L,1.526542227
KIF9,1.526454641
MGAT4C,1.52642545
ACSM2A,1.526396261
ACYP1,1.526250343
ABCA5,1.526133644
TENT2,1.483015812
TRPC1,1.525332188
APOC4,1.525041116
LOC101928764,1.524910197
PPP1R3A,1.524852023
NEK9,1.524721161
PNRC1,1.524459555
USP18,1.524009381
SMARCD1,1.523791723
ETV5,1.523530676
TRAF7,1.522922177
LSM14A,1.52250252
RRH,1.522444668
ST3GAL5,1.522328987
UGCG,1.435241788
ZNF510,1.521548947
C20orf202,1.521289244
FNTB,1.52049667
NTNG1,1.519777401
RARG,1.519188488
RASSF4,1.518930193
HSPA8,1.518729403
ERCC6,1.517869925
IMPDH1,1.517755456
FOXJ2,1.516940738
CLDN11,1.516512552
PPP1R3G,1.516170307
QTRT1,1.516170307
JSRP1,1.515970789
ANKRD61,1.515828332
GPC2,1.515429701
RRAS2,1.5153301
SPEF1,1.515145188
IGFBP7,1.441905495
PITPNA,1.514789809
EDN1,1.514704561
ZCCHC7,1.514704561
CHMP1B,1.462054884
PTH2,1.514406326
DOCK9,1.514377933
PDE6C,1.514207616
HOXA7,1.513442015
MAPK15,1.512988961
NRXN3,1.511816051
GMFG,1.511322398
RIDA,1.511125094
TOM1L2,1.510984217
OTOP3,1.510758909
EIF4E1B,1.510730754
MAP11,1.5104071
DPH5,1.510182092
ACP1,1.509704335
U2SURP,1.508904568
PPP1R21,1.508862516
GRXCR1,1.508218224
C9orf50,1.507714662
HPSE,1.5074631
CLCA2,1.507155832
SLF1,1.507086029
YIF1A,1.506946456
LOC101929748,1.506765079
SCAP,1.506611665
ATRN,1.506235332
RRP8,1.505678402
ARHGAP45,1.505636661
TRMT12,1.505372394
LONRF2,1.505108288
LOC101927789,1.504872119
NOL7,1.504261453
LOC401040,1.503347061
SRA1,1.503153346
PGAM1,1.503015031
PPM1F,1.502932064
ASB4,1.502779997
EIF4EBP3,1.502600351
BTNL9,1.502531276
COX4I2,1.50237935
H2AC14,1.502061858
ETFRF1,1.501276029
C1QL1,1.500739175
PRKACG,1.500464122
LCE4A,1.50038164
TMEM154,1.49984589
OR5H1,1.499228536
AIMP2,1.499201119
PDHA2,1.499077761
TUBB6,1.499036649
DMBT1,1.498954438
ZNF410,1.498379395
MGAT5B,1.498283628
NDUFA2,1.498023797
CYP26C1,1.497327122
ARF1,1.496372719
MECOM,1.496182089
OC90,1.495678686
LRRC14B,1.425291737
RPF2,1.49498576
CRYM,1.494307493
MITF,1.493643817
CEBPB,1.493494968
MAT2A,1.493305597
C17orf75,1.493305597
SNAPIN,1.492589441
SMAD9,1.492373475
ARL17A,1.492373475
LRRC37A2,1.492373475
MYORG,1.482420041
FBXO11,1.492076697
CCDC180,1.491645381
CTDSP1,1.491591496
STARD5,1.490770587
RYK,1.490757143
CARD9,1.490528648
ITGA7,1.444462152
ZNF99,1.489669509
UBXN2B,1.489575644
CABLES1,1.489213782
C8orf34,1.489093228
TREH,1.488972708
TMEM99,1.488919154
WDR46,1.488878993
NACC1,1.488878993
DNAJC2,1.488852222
TRERF1,1.488504336
THYN1,1.488290392
CD1A,1.488063191
STRAP,1.48799639
AMER3,1.487782695
CMTM2,1.487782695
MICU3,1.487555759
H4C11,1.487475693
SZT2,1.487248917
OR4P4,1.486968947
DDX46,1.486849015
PMS2,1.48555851
YPEL4,1.485266351
KDM4C,1.484748915
TMEM43,1.484735655
BTN2A1,1.484205608
IL5RA,1.484179122
C7orf25,1.484099676
AMD1,1.483914357
NGEF,1.483319225
TTLL2,1.483226722
LIPK,1.428022637
C9,1.482645726
H2BC14,1.482566559
TEAD2,1.482487407
ACTR8,1.482408269
OR4C46,1.482065506
NUDT6,1.481999621
KCNB1,1.48173618
OR5B2,1.481157174
H4C12,1.480973106
USP6NL,1.480736562
TRAPPC12,1.480657743
ACAD8,1.480565805
NIF3L1,1.480395115
PTPRD,1.479857224
USP17L10,1.479267622
SLC33A1,1.478639594
RINL,1.478221412
GDF3,1.478182228
PCDH9,1.477660114
CRYZL1,1.477425367
ISL1,1.477360182
PILRB,1.413635919
ZFYVE9,1.475378387
SLC35D2,1.476500657
FAM186A,1.476032541
PMPCA,1.47600655
IFFO2,1.475928584
ARHGAP10,1.475629845
C12orf54,1.475266441
RPS27A,1.447296624
CEP120,1.475007052
PRDM11,1.474786693
DUSP6,1.474683034
PBX1,1.474385151
COMMD8,1.47420393
RSKR,1.473621948
CNIH2,1.473311876
CCDC191,1.472872986
CBWD3,1.471314642
LINGO1,1.47098052
LCE5A,1.470890608
ITGAD,1.470377182
H2AC15,1.46951855
BCDIN3D,1.469377743
FOSL2,1.4691986
RILP,1.469070685
BICD2,1.468942809
RAB6A,1.468648835
ELP6,1.46854663
ACOD1,1.468023207
PILRA,1.400481741
FKBPL,1.467755356
CAT,1.46728383
PRB1,1.466914614
CAPN13,1.466583858
HERC4,1.466405863
POLR1G,1.466367731
HAGHL,1.466316893
IGIP,1.466100899
FLRT3,1.465415512
UBQLNL,1.464971856
PKIG,1.46470588
ELSPBP1,1.464617257
USP2,1.46447803
SPATA31D1,1.464440067
SMKR1,1.463883652
AARD,1.463871014
H2AC13,1.463744659
KLHL21,1.463189134
NDOR1,1.463062977
MEP1A,1.462974689
SLC30A10,1.462709933
HBM,1.462684727
ZNF322,1.462394958
KRTAP5-1,1.461790845
ALDH2,1.46158966
H3C12,1.461551948
ATP11B,1.460284227
LRCH4,1.393830653
FCRLB,1.459895866
ATG10,1.459695557
ROBO4,1.459595438
LTV1,1.459232697
TLX3,1.458757839
POLR3GL,1.458620478
ARHGEF19,1.458121346
PDE1B,1.457224352
AKAIN1,1.456975515
ALDH3A2,1.456925765
ZNF605,1.456900892
ZNF580,1.456130536
SLC17A4,1.38195511
KTI12,1.454829009
MTFR2,1.454631023
ZC2HC1C,1.454222961
TEX44,1.453469675
MDC1,1.453432661
ENPEP,1.452914807
TTC30B,1.452890163
PLAG1,1.452656112
HNRNPAB,1.452643797
DPT,1.45239757
ALOX12B,1.452372955
CTDNEP1,1.414950908
ARPIN,1.45184407
CIAO3,1.451758034
ID1,1.451610582
SLC39A3,1.451561442
TMEM98,1.449979669
CEP43,1.449624868
ZNF253,1.449588181
ZNF80,1.449417016
KLHL33,1.449294797
FAM131A,1.44900161
IGFBP4,1.448769645
MTHFSD,1.448562201
VWC2L,1.448452419
GGCX,1.44789174
PRRC1,1.44783084
CCDC71,1.447587326
TUBA4A,1.447526469
DCUN1D1,1.447416948
SLC41A2,1.446954829
PTX4,1.446869756
LINC02809,1.446784699
IL1RL1,1.44662678
ARGFX,1.44648106
ACRV1,1.446371802
PHLDB2,1.446092712
EIF5A,1.446068452
DAD1,1.445692591
ZSCAN31,1.445680472
RPAP2,1.445341274
PSMC3,1.417874958
DKK3,1.444446096
CCDC14,1.444144087
TXNIP,1.443975054
IER5L,1.443456292
C2orf80,1.443106778
ATP6V1B1,1.442950191
PANK4,1.442877939
PABPC4L,1.442480768
MTA3,1.442468738
SMIM17,1.442264282
MANEAL,1.442228212
RIPK2,1.441819622
PRKG1,1.441423417
HOXA5,1.441231448
YRDC,1.386504015
TMOD1,1.438724816
RFX3,1.440811811
NR2C1,1.440668029
ISYNA1,1.440608133
CTXN3,1.440464419
RAB17,1.434735984
ELK3,1.440165165
OR5H14,1.43911343
FASTKD3,1.438970209
RGL2,1.438254811
TBPL2,1.437742832
PRELID1,1.437730933
OR5B17,1.437588167
MRPL24,1.436981934
IPO5,1.436127514
SERHL2,1.436103804
KCNMB2,1.436056388
CELF6,1.435961572
HOXA2,1.435393108
EPOR,1.435333936
ZNF780A,1.43513281
CNTNAP4,1.434577243
TRIM58,1.433857244
HTR1E,1.433562508
DNAJB4,1.432714782
H2BC13,1.432279788
POLR3C,1.431821752
GALM,1.431258678
C9orf129,1.43083685
LIN7C,1.430473938
SWSAP1,1.430017802
SWI5,1.429912608
RPL26L1,1.429410364
NYAP1,1.429328659
UBR5,1.429130295
C4orf17,1.428908701
FRMPD2,1.428792118
IFITM3,1.428302812
OR4C6,1.428139832
LRRC20,1.428093277
TBKBP1,1.428046728
POPDC2,1.42786058
AIF1L,1.427755907
SF3B3,1.427546637
DNLZ,1.42723292
H3C10,1.426791776
FBXL18,1.426722163
TSBP1,1.42666416
USP48,1.426235181
ZNF141,1.425447891
USP28,1.364558987
KRTAP4-3,1.425251292
LCOR,1.425181925
CDH8,1.425089453
TRAM1L1,1.425008556
CTRL,1.424558121
TPX2,1.424385001
CDC25B,1.423923685
SLC1A2,1.42387758
THBS3,1.423589537
USP47,1.423578019
PIGZ,1.423382264
MAN2B1,1.423152076
NLRP3,1.42314057
RNF41,1.423060036
OR4A5,1.422876013
EFNA1,1.422646093
ABCC12,1.422278475
TMEM18,1.422048872
STK35,1.42196854
EXO1,1.42196854
PAK1,1.421796449
NUF2,1.421395168
TMPRSS6,1.42118894
ESCO1,1.421097314
ARL5A,1.421005708
OR6N1,1.42091412
HPN,1.420433605
PDZD9,1.420410736
LOC100653133,1.420399303
MPP2,1.420330706
SMIM15,1.420022157
MAP4K3,1.419622512
RNF181,1.419508395
PRPF40B,1.419314465
NIPBL,1.419143423
KCNH1,1.419109222
BDH1,1.419086423
DPH3P1,1.418961051
TRABD2A,1.418744585
ENSA,1.418255085
BECN2,1.417925268
ARL2BP,1.417652506
KCNJ4,1.41743669
FANCL,1.417096147
ZNF506,1.41676721
TF,1.416755871
R3HCC1,1.416721858
TEX47,1.4165745
METTL7A,1.416404532
ALKAL2,1.41631391
PRKACB,1.416245956
IFITM1,1.416155367
ORC1,1.415725328
CADM2,1.415691396
LHX3,1.415114951
SPATA24,1.415013305
DLK2,1.41468594
SLC39A14,1.414257353
CYB5D1,1.414178448
ZFP57,1.413919293
HCRT,1.413221468
IL33,1.413187731
RHOBTB1,1.412974122
FCER1A,1.412929165
PP2D1,1.412929165
HTR1F,1.41197493
RNF115,1.411582619
KRBOX1,1.411492997
ITGA2B,1.411336204
MAP3K19,1.41131381
AKR1B10,1.411157081
NR4A3,1.393415268
ANKRD24,1.409559443
HBA2,1.408846316
PRLHR,1.364806574
PSMD12,1.408712735
DMXL1,1.408078785
GAB4,1.408045445
RECQL,1.407745499
TBC1D21,1.40770108
ZNF804B,1.406071829
SWAP70,1.405806409
ATP6V0E1,1.405519053
SLCO3A1,1.405364401
EIF4G1,1.405077337
ZSCAN4,1.404790463
DUSP29,1.404503778
IBA57,1.404448668
PTTG1IP,1.403952992
SLC39A1,1.403446886
GPR88,1.40343589
TMEM8B,1.40339191
PATE1,1.403095159
CAP1,1.403029242
OCLN,1.402710784
MAB21L1,1.402414498
ENDOU,1.401318901
THNSL2,1.401275135
INF2,1.401067304
UTP18,1.400662867
NIBAN1,1.400477171
EXO5,1.400444409
BCL2L12,1.400433489
MAP1LC3B2,1.400346139
HEBP2,1.400335221
OLIG2,1.400269722
RIPOR1,1.400226061
LAMP3,1.400171491
ZSCAN10,1.400160578
ZNF324B,1.399920558
GFRA3,1.399855121
IFITM2,1.399593471
KRTAP4-4,1.398678938
NDUFB3,1.398320183
RHOBTB3,1.398276717
YBX2,1.398254986
MICAL1,1.397907438
PRSS50,1.397755473
URGCP,1.397733768
PARS2,1.397722916
ZNF865,1.396931446
OR4S2,1.396898951
LRP10,1.396844797
HBQ1,1.396044115
IL32,1.395968451
NAA38,1.395719934
MVD,1.395633526
ZNF581,1.395331235
VCP,1.395169381
TMEM150A,1.394856632
TLE5,1.394382547
RCAN1,1.394274872
PTPRJ,1.393844441
ARHGAP1,1.393683139
DFFA,1.393661636
FAM155A,1.393457417
CTDSPL,1.393221072
DYNC1I2,1.393178114
PTRH2,1.393081474
BCL2L1,1.392491363
GLI1,1.392373438
TMEM176A,1.391955594
SYNGR2,1.391859226
IQCH,1.35434414
TMA16,1.391367011
SLC6A18,1.391334929
PELATON,1.390886035
B3GAT2,1.390096253
RNF170,1.39008559
CA1,1.390064265
PDE8A,1.389893703
KCNK10,1.389797791
TRMU,1.389329193
TOR1B,1.389265332
TMEM88,1.388595362
PCBD2,1.387937035
AAK1,1.387809731
POLR2M,1.383668889
STK24,1.387428046
ANKRD18A,1.387343272
SPINK14,1.364893822
NR1D1,1.386898483
POM121L2,1.386887898
DLEC1,1.38680323
CTRB1,1.385809614
CLTC,1.38547188
DCTPP1,1.385271475
SH3YL1,1.385250385
HOXB3,1.385176578
INTS6,1.385134409
PGPEP1,1.384723469
SASH1,1.384502355
CALML5,1.384491828
ADH1B,1.383598013
FAIM2,1.378453652
TRUB2,1.382716516
TUSC2,1.382171722
PROK1,1.381136405
CYTL1,1.380332861
GDF2,1.38010355
GDPD4,1.380009776
TMEM114,1.379968105
SBDS,1.379582838
TNNC1,1.379322716
CCNO,1.378854889
VPS26B,1.378273407
HBA1,1.37826303
MMRN2,1.378097039
LRRC8C,1.37794148
FPR1,1.377879272
FAM8A1,1.377475138
RIMS3,1.377159348
NTRK1,1.376295973
CD63,1.37619269
SERPINE1,1.375398233
AIPL1,1.374543494
KCNMB3,1.374296654
IMPG1,1.374245247
RAB38,1.374060231
C6orf58,1.373628833
SLC30A7,1.373505655
RAD50,1.373167096
KLHL25,1.373126076
KIFC1,1.372777566
BEST4,1.37276732
DOK5,1.372234858
ALDH9A1,1.372234858
NKD2,1.371907513
SHH,1.371815492
METTL18,1.371641727
PRR21,1.371468032
BTBD16,1.371314829
PTPN23,1.371171888
ACP7,1.371059611
ORC2,1.371059611
SCNN1A,1.370937159
RAB11B,1.369954472
GTF2H2C,1.370406935
RCAN2,1.369989329
PDPK1,1.369918071
THRA,1.369582296
RNF24,1.368911524
FARSB,1.368820135
C11orf1,1.368799829
EIF2B2,1.368606969
ADORA3,1.368566378
PRIMA1,1.368424339
IL17D,1.368424339
NAALADL2,1.368160676
GATAD2B,1.367957966
LRCH1,1.367613577
MB,1.367178418
CASP8,1.367057056
KCNQ4,1.366470949
METTL4,1.366208469
KRT10,1.366188284
TCN1,1.366127737
UTF1,1.36593606
SAMM50,1.365734387
GUCY1B1,1.365623506
TTYH2,1.365280963
NXPH2,1.364878316
LOC101928548,1.364646963
SCNN1G,1.364365483
SYT1,1.364315237
STK40,1.364104271
ZNF713,1.363943603
CLEC1A,1.363582319
SLC19A3,1.362410214
SMPD5,1.362100186
NXPH4,1.362000224
RBCK1,1.361960246
WDR11,1.361860316
GRAMD4,1.361820351
CTF1,1.36143088
RAB5A,1.36122131
CDC37L1,1.360792505
DENND4B,1.36016502
STRIP1,1.360135162
CDSN,1.36012521
SLC10A1,1.359956059
ACVR2B,1.359846644
PEX19,1.359598075
WDR20,1.359409258
NIFK,1.359389387
MBNL1,1.359319847
AMFR,1.35914108
FAM171A2,1.359121221
INPP5E,1.358644891
IL22,1.358625055
TAFA2,1.358545721
CRYAB,1.358525889
GABARAP,1.358377184
KCNK1,1.358258256
ZCWPW1,1.358099736
ERBB3,1.357980885
BAP1,1.357931373
C3orf36,1.357565159
FBXW7,1.357110297
HBS1L,1.356804028
LCE1C,1.356073806
CENPN,1.355925938
PRR35,1.355807679
PABPC1,1.355394028
LUC7L,1.355315282
NPDC1,1.35500044
UBE3D,1.354597382
SPATA5,1.354400905
CYP26A1,1.354332158
RRAGC,1.354253605
TSBP1-AS1,1.354243786
SRPK1,1.353792388
PLLP,1.353733544
POLM,1.339822346
RNF38,1.353429646
TOPBP1,1.353155341
MMAB,1.352890996
TRABD,1.352675722
OR8S1,1.352450778
BCL9L,1.351893808
CDC26,1.351552163
SRSF2,1.351522892
CLEC2L,1.350596984
GPLD1,1.350431503
GSDMD,1.350343921
ITM2B,1.350149358
AFM,1.350071557
DLEU7,1.349556478
DENND2C,1.349410811
EIF4G3,1.327006069
SLC66A1,1.348945007
MAPKAPK5,1.348906212
SRSF5,1.348906212
USP17L11,1.348857724
ZNF22,1.348605673
KCNS3,1.348566909
COA6,1.348218187
PLEKHB1,1.348218187
TNFSF4,1.348063289
CHD4,1.347956829
LEKR1,1.347821372
GCOM1,1.347135061
TPD52L3,1.3326931
CD2,1.34656557
ABHD14A,1.34588124
PROP1,1.345765684
ZSCAN21,1.345496175
ZNF843,1.345226834
SIGLEC12,1.345217217
CD164,1.345140295
HHLA1,1.345121066
DEGS2,1.344842349
ZNF507,1.344592617
FBLN5,1.344535006
IGLL5,1.344525405
FBLN7,1.344515805
HOXB7,1.344343027
OR1L3,1.344333431
ENTPD4,1.344007269
RAD54L2,1.343528063
CHTF8,1.343422709
C1orf56,1.343154649
METTL7B,1.343145079
CDC37,1.342685943
ACOX1,1.342590351
SDR9C7,1.342284597
FAM229B,1.342284597
SIRT1,1.342275046
FHIT,1.342141349
MOB3A,1.341549758
MARF1,1.341206623
APEH,1.341073255
ATP5F1B,1.340606789
MYPOP,1.34058776
LMBRD1,1.340245384
SEPTIN1,1.340055291
SLC25A25,1.339817793
NDUFAF6,1.339770309
RPL7L1,1.339229356
AP5M1,1.338897526
NUP210,1.338869096
GRM2,1.338480728
ZNF3,1.338140008
TRIM66,1.338073788
SAXO1,1.337412143
UBASH3B,1.337289377
KRAS,1.337176085
MAF,1.337043949
IGF1,1.337015639
ANKRD7,1.336619497
RPRM,1.336430985
MYO6,1.336365025
GNG7,1.336204878
MOSMO,1.336120118
TOP1MT,1.335931822
USP17L12,1.335301626
USP17L13,1.335301626
CYBA,1.335076107
IGF1R,1.334963391
GLI4,1.334944607
RSBN1L,1.334897653
PPP1R7,1.334841315
SERPINE3,1.33439087
SETD2,1.334175197
FAM78B,1.333173256
ZSCAN20,1.333145197
ASZ1,1.333107789
RSPH10B,1.332687165
PLA1A,1.332547047
H4C13,1.332201617
PYDC1,1.332173621
SERPINH1,1.332136296
RRP12,1.331931066
LPAR3,1.331623403
COX6A2,1.331520897
FBXO6,1.331269394
ETF1,1.330952894
PCBP3,1.330813334
ZKSCAN3,1.330738921
PTPRN2,1.330618027
IER3,1.33059943
ATAD2B,1.328864199
TNR,1.328725309
FGF21,1.328512431
ANKZF1,1.328151702
TAS1R2,1.327615787
OIT3,1.327043642
DUSP1,1.326969872
MYLPF,1.326951432
GPR20,1.326776285
UBE2E3,1.326370953
CERS5,1.326343331
RAB1B,1.325938403
TRIM16L,1.325910808
TICRR,1.32573608
CCHCR1,1.325644147
OLFM2,1.325634954
CSTF2T,1.325625762
PBX3,1.325276607
CDK19,1.325166405
YPEL3,1.325037872
CHRM3,1.324597476
C10orf82,1.324588306
EIF4H,1.324450777
RABEP1,1.324139205
C1orf112,1.323827857
ST6GALNAC6,1.323553323
FAM13C,1.323434412
CLCN2,1.323132707
ZNF454,1.322812947
SYNGR1,1.322776417
TMEM121,1.322393047
EHD4,1.322356553
NHLRC4,1.322320063
TMEM126B,1.322265332
TSPAN9,1.32178218
DEFB135,1.321736628
SOX4,1.321599998
ELAPOR2,1.321363276
PDZD8,1.321244963
DROSHA,1.320499424
UNC13D,1.32049034
PRCC,1.320444923
OR10A4,1.320390428
CACNA1A,1.320226986
TTC34,1.32009083
LOC441098,1.319764232
VAMP8,1.319700755
NTS,1.319546636
HID1,1.319437878
TNS2,1.319247619
OR8U1,1.319229503
NES,1.319211388
PEDS1-UBE2V1,1.319138937
LILRB1,1.319039335
PPIL6,1.318930705
BCAR1,1.318650203
HOXD13,1.318415082
SKA2,1.318324685
KCTD21,1.31806264
CNIH3,1.317936192
KLKB1,1.31771951
GOLGA6L19,1.317620233
FGF2,1.316880886
FUCA1,1.316682738
LRRC52,1.316574696
SUCLA2,1.316493681
NTMT1,1.316367689
PTPN4,1.316322701
COQ2,1.316052869
LPAR5,1.315953973
KDM7A,1.315891051
VTI1A,1.315720307
HJV,1.315648435
H1-5,1.315639452
KRT72,1.315522688
TRIM13,1.314993154
H2BC1,1.314948308
INSRR,1.314688291
ANKRD62,1.31461659
ANGEL1,1.314455306
CHD1,1.314428431
LRFN1,1.31433886
FBN1,1.314088159
MXD3,1.313998658
USP39,1.313703435
PRR34,1.313596132
PVRIG,1.313319053
C11orf40,1.313202911
HCFC2,1.312765424
GLOD4,1.312542387
SLAMF6,1.312542387
PHB2,1.31229272
SUPT6H,1.31150009
FAM161B,1.311286595
TAS2R7,1.311188777
PTCD2,1.311108762
C6orf226,1.310726667
GDNF-AS1,1.310504674
DENND1B,1.310460289
FCN3,1.310265049
ATP1A1,1.309626693
HAUS6,1.309422972
ILDR2,1.309334427
ZCCHC3,1.309166241
ZNF280A,1.309139692
GMFB,1.308520661
SRP14,1.308087863
AVL9,1.307814275
RGPD6,1.307778986
RASGRF1,1.307708416
CMC2,1.307558494
AGAP3,1.307514409
ADAP2,1.306563264
CCL7,1.306448914
RNASEH2A,1.306360974
FEZF2,1.3061412
NUP160,1.306044535
PPM1M,1.305781012
CGB3,1.305745888
TTC7A,1.30565809
KRTAP10-7,1.305649311
PPIH,1.305631754
ORC3,1.305421123
SULF1,1.305166747
ALG1L2,1.305149209
STYK1,1.304859939
VENTX,1.304851177
ARMC5,1.304492056
MT1HL1,1.304203224
FMN1,1.304203224
ZNF697,1.303233104
OR6F1,1.302849151
FAM135B,1.302744496
RPS23,1.302639865
CC2D2A,1.302090969
MTUS2,1.302090969
OR51F1,1.301351493
OR5B3,1.301255888
